dataset_id,dataset_name,original_n_samples,original_n_features,num_categorical_columns,num_pseudo_categorical_columns,num_columns_missing,num_rows_missing,score_resnet,score_linear,score_hgbt,score_tree,score_mlp,score_rf,heterogeneous,n_samples,too_small,too_easy
1119,adult-census,32561.0,14.0,8.0,0.0,0.0,0.0,0.754643995749203,,,,,,,15682.0,False,
1181,BNG(spectf_test),1000000.0,44.0,0.0,0.0,0.0,0.0,0.6151666666666668,,,,,,,430380.0,False,
1205,BNG(Australian),1000000.0,14.0,0.0,2.0,0.0,0.0,0.7425933333333333,,,,,,,853898.0,False,
1212,BNG(SPECTF),1000000.0,44.0,0.0,0.0,0.0,0.0,0.6284133333333333,,,,,,,562600.0,False,
1240,AirlinesCodrnaAdult,1076790.0,29.0,16.0,0.0,0.0,0.0,0.76716,,,,,,,947304.0,False,
1241,codrnaNorm,488565.0,8.0,0.0,0.0,0.0,0.0,0.96258,,,,,,,325710.0,False,
1242,vehicleNorm,98528.0,100.0,0.0,0.0,0.0,0.0,0.8470400000000001,,,,,,,98528.0,False,
1486,nomao,34465.0,118.0,29.0,15.0,0.0,0.0,0.952429321144405,,,,,,,19688.0,False,
1507,twonorm,7400.0,20.0,0.0,0.0,0.0,0.0,0.966381252816584,,,,,,,7394.0,False,
1590,adult,48842.0,14.0,8.0,0.0,0.0,0.0,0.7550035825173156,,,,,,,23374.0,False,
4134,Bioresponse,3751.0,1776.0,0.0,522.0,0.0,0.0,0.7507274490785645,,,,,,,3434.0,False,
23517,numerai28.6,96320.0,21.0,0.0,0.0,0.0,0.0,0.5092466666666666,,,,,,,95324.0,False,
41146,sylvine,5124.0,20.0,0.0,0.0,0.0,0.0,0.9136540962288686,,,,,,,5124.0,False,
42206,porto-seguro,595212.0,37.0,25.0,3.0,0.0,142164.0,0.5638595400870106,,,,,,,34308.0,False,
42343,KDD98,82318.0,477.0,136.0,11.0,27.0,8339.0,0.5236584916098102,,,,,,,18076.0,False,
42750,Census-Income-KDD,199523.0,41.0,0.0,3.0,0.0,0.0,0.8455960671855797,,,,,,,24764.0,False,
1216,Click_prediction_small,1496391.0,9.0,0.0,2.0,0.0,0.0,0.5834266666666668,,,,,,,133562.0,False,
1218,Click_prediction_small,1997410.0,11.0,0.0,2.0,0.0,0.0,0.5948666666666668,,,,,,,666008.0,False,
1219,Click_prediction_small,399482.0,11.0,0.0,2.0,0.0,0.0,0.59672,,,,,,,134178.0,False,
41147,albert,425240.0,78.0,52.0,0.0,11.0,201038.0,0.6238866666666667,,,,,,,202948.0,False,
41162,kick,72983.0,32.0,18.0,0.0,0.0,383.0,0.6425714819659877,,,,,,,17836.0,False,
42395,SantanderCustomerSatisfaction,200000.0,201.0,0.0,0.0,0.0,0.0,0.7300682648039372,,,,,,,40196.0,False,
42435,SantanderCustomerSatisfaction,200000.0,201.0,1.0,0.0,0.0,0.0,0.7300682648039372,,,,,,,40196.0,False,
42477,default-of-credit-card-clients,30000.0,23.0,0.0,2.0,0.0,0.0,0.6993972877950778,,,,,,,13272.0,False,
42742,porto-seguro,595212.0,57.0,31.0,6.0,0.0,142164.0,0.5342448725916717,,,,,,,34308.0,False,
43489,Census-(Augmented),1000000.0,14.0,0.0,0.0,0.0,0.0,0.7842800000000001,,,,,,,630668.0,False,
